ambito,tipo,texto,archivo
ex.espirometria,lectura,"Obstrucción: relación volumen espiratorio forzado en 1 segundo / capacidad vital forzada menor de 0,70 tras broncodilatador.",FISIOPATOLOGIA 2026/entities/enfermedades/EPOC.md
ex.espirometria,lectura,Asma: obstrucción que mejora parcial o totalmente tras el broncodilatador (reversibilidad).,FISIOLOGIA 2026/conceptos/Asma-Bronquial.md
ex.espirometria,lectura,"Patrón restrictivo: capacidad vital forzada disminuida, por ejemplo en la fibrosis pulmonar.",PATOLOGIA 2026/entities/enfermedades/Fibrosis-Pulmonar-Idiopatica.md
ex.espirometria,alerta,Obstrucción que persiste tras el broncodilatador orienta a enfermedad pulmonar obstructiva crónica y no a asma.,FISIOPATOLOGIA 2026/entities/enfermedades/EPOC.md
ex.rx_torax,indicacion,"Tos prolongada con sospecha de tuberculosis: primero radiografía de tórax, luego baciloscopias de esputo.",07g
ex.rx_torax,lectura,"Proyección postero-anterior: verificar técnica, solo 3 a 4 vértebras dorsales visibles y escápulas fuera de los campos.",07g
ex.rx_torax,lectura,"Luego partes blandas, diafragma (derecho 2 a 3 cm más alto), senos costodiafragmáticos agudos, hilios y trama vascular.",07g
ex.rx_torax,indicacion,Indispensable en todo cardiópata: silueta cardíaca con 2 arcos en el borde derecho y 3 en el izquierdo.,08f
ex.rx_torax,normal,"Índice cardiotorácico = (A + B) / C, normal hasta 0,50. Por encima de 0,50 hay cardiomegalia.",08f
ex.rx_torax,lectura,Derrame: borra el seno costodiafragmático y desplaza el mediastino al lado sano. Atelectasia: lo atrae al lado enfermo.,07e
ex.rx_torax,lectura,"Neumonía: opacidad homogénea con broncograma aéreo. Enfisema: hiperclaridad, costillas horizontales, diafragma aplanado.",07e
ex.rx_torax,alerta,Derrame menor de 300 ml puede no verse de pie (usar decúbito lateral). En decúbito horizontal se aparenta más congestión.,07e
ex.rx_torax,alerta,"El pectoral mayor puede simular un neumotórax enquistado, y la sombra de las mamas no debe tomarse por un nódulo.",07g
ex.rx_torax,alerta,Cardiomegalia no equivale a cardiopatía: el atleta entrenado tiene corazón grande y sano.,08f
ex.rx_abdomen,indicacion,"Primer examen ante sospecha de obstrucción intestinal o perforación: de pie, decúbito lateral izquierdo o dorsal.",09c
ex.rx_abdomen,lectura,"Obstrucción: niveles hidroaéreos e imagen en pila de monedas antes del obstáculo, sin gas distal.",09g
ex.rx_abdomen,lectura,Perforación: aire libre bajo las cúpulas diafragmáticas con imagen en semiluna (neumoperitoneo).,09c
ex.rx_abdomen,indicacion,"Con bario (en ayunas, placas cada 30 minutos): cáncer de esófago, estómago o duodeno, disfagia u odinofagia.",09c
ex.rx_abdomen,indicacion,"Enema baritado, previa preparación con laxantes: pólipos, tumores, cáncer y diverticulitis del colon.",09c
ex.rx_abdomen,lectura,En la pancreatitis puede mostrar cálculos en los conductos pancreáticos.,09d
ex.rx_abdomen,alerta,El bario está contraindicado en la obstrucción intestinal y en la perforación de esófago o estómago.,09c
ex.ecografia,indicacion,"Primera línea en abdomen: tumores, quistes, ascitis, cálculos vesiculares o renales y abscesos.",09c
ex.ecografia,indicacion,"Colecistitis (confirma cálculos) y pancreatitis (cálculos biliares, dilatación del colédoco, edema del páncreas).",09d
ex.ecografia,indicacion,"Sospecha de embarazo ectópico roto: buscar líquido libre, junto con hemograma y grupo sanguíneo.",09g
ex.ecografia,indicacion,Infección urinaria recurrente o sospecha de litiasis: ecografía del sistema urinario.,10c
ex.ecografia,indicacion,Ecografía Doppler: confirma la obstrucción arterial y la trombosis venosa profunda.,08i
ex.ecografia,indicacion,"Tórax: derrames pleurales y alteraciones de la pared, aunque la tomografía la ha superado.",07g
ex.ecografia,lectura,"Quistes y ascitis se ven anecoicos, los cálculos se ven hiperecoicos.",09c
ex.ecografia,alerta,Depende del operador y a veces no define la naturaleza de una lesión.,09c
ex.ecografia,alerta,No palpar un cálculo renal no lo descarta: complementar con ecografía o tomografía.,10b
ex.tomografia,indicacion,"Tórax: tumores mediastínicos, tumores primarios y metástasis, enfermedad pleural y derrames.",07g
ex.tomografia,indicacion,"Abdomen: tumor o quiste hepático, ictericia no aclarada, masa no filiada, dolor inexplicado, hemorragia retroperitoneal.",09c
ex.tomografia,indicacion,Pancreatitis aguda: es la imagen de mayor utilidad para definir el tipo.,09d
ex.tomografia,indicacion,"Corazón: no es de rutina, solo cuando la radiografía o la ecografía no aclaran el problema.",08f
ex.tomografia,indicacion,Coma: neuroimagen (tomografía o resonancia) para descartar masas intracraneales.,11e
ex.tomografia,indicacion,"Vértigo intenso con riesgo cerebrovascular o cardiopatía: tomografía o resonancia, el laboratorio aporta poco.",11g
ex.tomografia,indicacion,"Resonancia preferida en fosa posterior, silla turca, hidrocefalia, desmielinizantes, médula y hernias discales.",11j
ex.tomografia,alerta,Síndrome de Horner en un fumador: pedir tomografía de tórax para buscar un tumor del vértice pulmonar.,11j
ex.tomografia,alerta,"Cefalea súbita, la peor de su vida: estudiarla siempre como hemorragia subaracnoidea.",11g
ex.ecg,indicacion,"Dolor torácico: pedir electrocardiograma. Si es un dolor no anginoso (tumor, quiste, aneurisma): radiografía de tórax.",08f
ex.ecg,indicacion,Insuficiencia renal aguda o crónica: electrocardiograma para buscar signos de hiperpotasemia.,10c
ex.ecg,lectura,"Papel a 25 mm por segundo: cada cuadrado pequeño mide 0,04 segundos y 1 mm, cada cuadrado grande 0,20 segundos y 5 mm.",08j
ex.ecg,lectura,"Orden: ritmo, frecuencia, onda P, intervalo PR, segmento PR, complejo QRS, segmento ST, onda T, intervalo QT, más el eje.",08j
ex.ecg,normal,"Ritmo sinusal: onda P positiva en DI, DII y aVF, negativa en aVR, antes de cada QRS, con PR de 0,12 a 0,20 segundos.",08j
ex.ecg,normal,Frecuencia 60 a 100 latidos por minuto: 1500 / cuadrados pequeños entre dos ondas R. Solo vale si el ritmo es regular.,08j
ex.ecg,normal,"Onda P 0,07 a 0,11 segundos y menor de 2,5 mm en DII. QRS menor de 0,12 segundos. QT 0,34 a 0,44 segundos.",08j
ex.ecg,normal,Eje eléctrico entre 0 y 90 grados: QRS positivo en DI y en aVF.,08j
ex.ecg,lectura,"Hipertrofias: P picuda en DII (aurícula derecha), P bimodal (aurícula izquierda), S de V1 + R de V5 o V6 35 mm o más (ventrículo izquierdo).",08k
ex.ecg,alerta,"Segmento ST desnivelado más de 0,5 mm es patológico y orienta a infarto.",08j
ex.ecg,lectura,"Infarto: isquemia en la onda T, lesión en el segmento ST y necrosis en la onda Q, que persiste de por vida.",08k
ex.ecg,alerta,Más ondas P que QRS sin relación: bloqueo auriculoventricular de tercer grado. Sin onda P y RR irregular: fibrilación auricular.,08l
ex.holter,indicacion,"Palpitaciones intermitentes con electrocardiograma de reposo normal, síncope, sospecha de arritmia o dolor torácico.",08f
ex.holter,indicacion,"También para evaluar fármacos antiarrítmicos, controlar un marcapaso y monitorizar el segmento ST.",08f
ex.holter,lectura,Registro continuo de 12 a 24 horas. El paciente anota la hora de cada síntoma para correlacionarla con el trazado.,08f
ex.holter,lectura,Reportar las arritmias encontradas y las alteraciones del segmento ST y de la onda T.,08f
ex.holter,alerta,No pedirlo por cualquier molestia: su indicación típica es el episodio que el trazado de reposo no alcanzó a captar.,08f
ex.holter,alerta,"Prueba de esfuerzo contraindicada en hipertensión grave, angina inestable, infarto de menos de 6 semanas y flebitis.",08f
ex.ecocardiograma,indicacion,"Valvulopatías, cardiopatías congénitas, miocardiopatías, aneurisma de aorta, vegetaciones, trombos y neoplasias.",08f
ex.ecocardiograma,indicacion,Insuficiencia cardíaca: completa a la radiografía de tórax y al electrocardiograma.,08g
ex.ecocardiograma,lectura,Transtorácico o transesofágico. Mide el área valvular y busca trombos antes de decidir el cateterismo.,08f
ex.ecocardiograma,normal,Fracción de eyección normal: 50 a 70%. Reducida si es menor de 40%.,FISIOLOGIA 2026/clases/04_UNIDAD_IV_CORAZON_CIRCULACION_Y_FLUJO_CEREBRAL/04_Capitulo_22.md
ex.ecocardiograma,alerta,Una fracción de eyección normal no descarta falla: un corazón pequeño y rígido puede tener gasto insuficiente.,FISIOLOGIA 2026/clases/04_UNIDAD_IV_CORAZON_CIRCULACION_Y_FLUJO_CEREBRAL/04_Capitulo_22.md
ex.ecocardiograma,alerta,Debe interpretarlo un subespecialista para que el diagnóstico sea confiable.,08f
ex.enzimas,indicacion,"Dolor torácico intenso sugestivo de infarto, o electrocardiograma dudoso (por ejemplo, por bloqueo de rama).",08f
ex.enzimas,indicacion,"Imagen en espejo en V1 a V3 con dolor precordial: agregar V7 y V8 y, si persiste la duda, pedir enzimas.",08k
ex.enzimas,lectura,"CPK poco específica (también en cerebro y músculo), CK-MB más específica del corazón, troponina sube según el daño.",08f
ex.enzimas,lectura,CK-MB mayor de 5 a 10% de la CPK total sugiere daño miocárdico.,BIOQUIMICA 2026/concepts/Creatina-Quinasa-(CK).md
ex.enzimas,normal,Troponina: indetectable o por debajo del límite superior de referencia del laboratorio.,fuera de notas
ex.enzimas,alerta,"Una troponina elevada aislada (por ejemplo, joven sin factores de riesgo) no basta: correlacionar con la clínica.",08i
ex.endoscopia,indicacion,"Esófago: hemorragia digestiva alta, disfagia, hernia hiatal, cuerpo extraño, várices. Estómago: úlcera péptica y tumores.",09c
ex.endoscopia,indicacion,"Hemorragia digestiva: endoscopia, si es posible antes que la radiografía.",09e
ex.endoscopia,indicacion,"Rectosigmoidoscopia: hemorragias y tumores del intestino grueso, y toma de biopsias.",09c
ex.endoscopia,indicacion,"Broncoscopia o fibroscopia: sospecha de carcinoma, cuerpo extraño, hemoptisis de origen incierto, estenosis bronquial.",07g
ex.endoscopia,lectura,"Previa lidocaína local por orofaringe. Reportar várices, úlcera o tumor, y tomar biopsia si se ve o palpa una masa.",09c
ex.endoscopia,alerta,También es terapéutica: permite tratar en el mismo acto una hemorragia por rotura de un vaso.,09c
ex.endoscopia,alerta,Dolor epigástrico con sospecha de úlcera: solo la endoscopia convierte la hipótesis en diagnóstico definitivo.,01
ex.parasitologico,indicacion,"Sospecha de parasitosis: busca huevos de Áscaris, Ancylostoma, Oxiuros, Strongyloides y Tenia.",09c
ex.parasitologico,indicacion,Síndrome de malabsorción: coproparasitológico seriado junto con grasa fecal de 24 horas.,09e
ex.parasitologico,lectura,Pedirlo seriado: tres muestras tomadas en días sucesivos. Reportar los huevos o parásitos identificados.,09c
ex.parasitologico,alerta,Una sola muestra puede dar falso negativo. Si persiste la sospecha de oxiuros: test de Graham (cinta adhesiva).,09c
ex.paracentesis,indicacion,"Diagnóstica, para confirmar la causa de la ascitis, y terapéutica, cuando la ascitis masiva compromete la ventilación.",09c
ex.paracentesis,lectura,"Punción en el tercio externo de la línea ombligo a espina ilíaca anterosuperior izquierda, donde se confirmó matidez.",09c
ex.paracentesis,lectura,"Extraer unos 100 ml para estudio físico, fisicoquímico (proteínas, densidad), citológico y bacteriológico con cultivo.",09c
ex.paracentesis,lectura,"Reportar aspecto (cetrino o hemorrágico) y células: hematíes, leucocitos, linfocitos, mesoteliales o carcinomatosas.",09c
ex.paracentesis,alerta,Paciente ascítico con fiebre: sospechar peritonitis bacteriana espontánea.,09e
ex.paracentesis,alerta,Antisepsia de la pared y confirmar matidez a la percusión antes de puncionar.,09c
ex.toracocentesis,indicacion,"Diagnóstica, para tipificar un derrame pleural, y terapéutica, para evacuar hasta 1 500 ml en el paciente disneico.",07g
ex.toracocentesis,indicacion,Duda radiológica entre atelectasia y derrame pleural: punción pleural exploradora.,07e
ex.toracocentesis,lectura,"Con radiografía reciente, sentado, 8.º o 9.º espacio intercostal detrás de la línea axilar posterior, por el borde superior costal.",07g
ex.toracocentesis,lectura,"Repartir el líquido: 10 ml parasitológico, 10 ml bacteriológico, 10 ml bioquímico y 20 ml de reserva.",07g
ex.toracocentesis,lectura,"Trasudado: claro, amarillo pálido, sin coágulos. Exudado: opaco, de color variable, con coágulos.",07g
ex.toracocentesis,lectura,"Citrino: insuficiencia cardíaca, cirrosis o nefrótico. Sanguinolento en mayor de 60 años: neoplasia. Purulento: empiema.",07g
ex.toracocentesis,alerta,Líquido achocolatado sugiere absceso amebiano roto hacia la pleura.,07g
ex.toracocentesis,alerta,Contraindicada si hay infección de piel o partes blandas en el sitio de punción. Suspender si el paciente no la tolera.,07g
ex.toracocentesis,alerta,"Biopsia pleural: el error frecuente es retirar solo músculo, y el patólogo rechaza la muestra.",07g
ex.lcr,indicacion,"Sospecha de infección o infiltración meníngea y procesos inflamatorios radiculares, como la polirradiculoneuropatía.",11j
ex.lcr,lectura,"Por punción lumbar: medir primero la presión con manómetro, luego aspecto, células, glucosa y proteínas.",11j
ex.lcr,normal,Presión menor de 180 mm de agua. Aspecto transparente.,11j
ex.lcr,normal,Menos de 5 células (linfocitos) por mililitro y ningún eritrocito.,11j
ex.lcr,normal,"Glucosa 50 a 60% de la glucemia. Proteínas 20 a 40 mg/100 ml, con más albúmina que globulina y gammaglobulina menor de 10%.",11j
ex.lcr,lectura,"Meningitis bacteriana: presión aumentada, neutrófilos abundantes, proteínas elevadas y glucosa disminuida.",PATOLOGIA 2026/clases/22d_Infecciones_del_sistema_nervioso_central.md
ex.lcr,lectura,"Meningitis aséptica: linfocitos y glucosa normal. Tuberculosa: mononucleares, proteínas muy elevadas, glucosa baja o normal.",PATOLOGIA 2026/clases/22d_Infecciones_del_sistema_nervioso_central.md
ex.lcr,alerta,La glucosa del líquido depende de la glucemia: interpretarla junto con la glucemia del paciente.,11j
ex.lcr,alerta,Papiledema por hipertensión endocraneana: precaución antes de la punción lumbar por riesgo de herniación.,11e
efg.pa,umbral,pas|90|119|Presión sistólica ideal|0,05h
efg.pa,umbral,pad||79|Presión diastólica ideal|0,05h
efg.pa,umbral,pas|120|129|Presión sistólica normal|0,05h
efg.pa,umbral,pad|80|84|Presión diastólica normal|0,05h
efg.pa,umbral,pas|130|139|Presión sistólica limítrofe|1,05h
efg.pa,umbral,pad|85|89|Presión diastólica limítrofe|1,05h
efg.pa,umbral,pas|140|159|Hipertensión arterial grado I|2,05h
efg.pa,umbral,pad|90|99|Hipertensión arterial grado I|2,05h
efg.pa,umbral,pas|160|179|Hipertensión arterial grado II|3,05h
efg.pa,umbral,pad|100|109|Hipertensión arterial grado II|3,05h
efg.pa,umbral,pas|180||Hipertensión arterial grado III|3,05h
efg.pa,umbral,pad|110||Hipertensión arterial grado III|3,05h
efg.pa,umbral,pas||89|Hipotensión arterial|2,05h
efg.fc,umbral,fc|60|100|Normal (adulto en reposo)|0,05e
efg.fc,umbral,fc|101||Taquicardia|2,05e
efg.fc,umbral,fc||59|Bradicardia|2,05e
efg.fr,umbral,fr|16|20|Normal (adulto en reposo)|0,05e
efg.fr,umbral,fr|21||Taquipnea|2,05e
efg.fr,umbral,fr||15|Bradipnea|2,05e
efg.temperatura,umbral,temp|35|37|Normal|0,05e
efg.temperatura,umbral,"temp|37.1|37.2|Normal si es por la tarde (hasta 37,2 °C)|0",05e
efg.temperatura,umbral,"temp|37.3|37.4|Por encima de lo normal, sin llegar a febrícula|1",05e
efg.temperatura,umbral,temp|37.5|37.5|Febrícula (fiebre leve)|1,05e
efg.temperatura,umbral,temp|37.6|38.5|Fiebre moderada|2,05e
efg.temperatura,umbral,temp|38.6||Fiebre elevada|3,05e
efg.temperatura,umbral,temp|28|34.9|Hipotermia ligera|2,05e
efg.temperatura,umbral,temp|17|27.9|Hipotermia profunda|3,05e
efg.temperatura,umbral,temp||16.9|Hipotermia muy profunda|3,05e
efg.peso_talla,umbral,imc||17.9|Bajo peso|2,05c
efg.peso_talla,umbral,"imc|18|18.9|Entre bajo peso y normal (la nota 05c no clasifica de 18 a 18,9)|1",05c
efg.peso_talla,umbral,imc|19|23.9|Normal|0,05c
efg.peso_talla,umbral,imc|24|25.9|Sobrepeso|1,05c
efg.peso_talla,umbral,imc|26|39.9|Obesidad|2,05c
efg.peso_talla,umbral,imc|40||Obesidad mórbida|3,05c
efg.glasgow,umbral,glasgow|15|15|Normal|0,fuera de notas
efg.glasgow,umbral,glasgow|13|14|Compromiso leve|1,fuera de notas
efg.glasgow,umbral,glasgow|9|12|Compromiso moderado|2,fuera de notas
efg.glasgow,umbral,glasgow|3|8|Compromiso grave: proteger la vía aérea|3,fuera de notas
efg.fc,umbral,fc|130|160|Normal para un recién nacido|0|rn|,08c
efg.fc,umbral,fc|161||Taquicardia para la edad|2|rn|,08c
efg.fc,umbral,fc||129|Bradicardia para la edad|2|rn|,08c
efg.fc,umbral,fc|110|130|Normal para un lactante|0|lactante|,08c
efg.fc,umbral,fc|131||Taquicardia para la edad|2|lactante|,08c
efg.fc,umbral,fc||109|Bradicardia para la edad|2|lactante|,08c
efg.fc,umbral,fc|80|120|Normal para un niño en edad preescolar|0|preescolar|,08c
efg.fc,umbral,fc|121||Taquicardia para la edad|2|preescolar|,08c
efg.fc,umbral,fc||79|Bradicardia para la edad|2|preescolar|,08c
efg.fc,umbral,fc|80|120|Normal para un niño en edad escolar|0|escolar|,08c
efg.fc,umbral,fc|121||Taquicardia para la edad|2|escolar|,08c
efg.fc,umbral,fc||79|Bradicardia para la edad|2|escolar|,08c
efg.fr,umbral,fr|40|45|Normal para un recién nacido|0|rn|,07b
efg.fr,umbral,fr|46||Taquipnea para la edad|2|rn|,07b
efg.fr,umbral,fr||39|Bradipnea para la edad|2|rn|,07b
efg.fr,umbral,fr|25|35|Normal para un lactante|0|lactante|,07b
efg.fr,umbral,fr|36||Taquipnea para la edad|2|lactante|,07b
efg.fr,umbral,fr||24|Bradipnea para la edad|2|lactante|,07b
efg.fr,umbral,"fr|30|30|Valor habitual de un preescolar (la nota da 30, sin rango)|0|preescolar|",07b
efg.fr,umbral,fr|31|35|Por encima del valor habitual de 30 (la nota no da rango; hasta 35 es normal en el lactante)|1|preescolar|,07b
efg.fr,umbral,fr|36||Taquipnea para la edad|2|preescolar|,07b
efg.fr,umbral,fr|18|29|Por debajo del valor habitual de 30 (la nota no da rango; desde 18 es normal en el escolar)|1|preescolar|,07b
efg.fr,umbral,fr||17|Bradipnea para la edad|2|preescolar|,07b
efg.fr,umbral,fr|18|22|Normal para un escolar|0|escolar|,07b
efg.fr,umbral,fr|23||Taquipnea para la edad|2|escolar|,07b
efg.fr,umbral,fr||17|Bradipnea para la edad|2|escolar|,07b
efg.temperatura,umbral,temp|35|37|Normal|0|mayor|,05e
efg.temperatura,umbral,"temp|37.1|37.2|Normal si es por la tarde (hasta 37,2 °C)|0|mayor|",05e
efg.temperatura,umbral,"temp|37.3|37.4|Por encima de lo normal, sin llegar a febrícula (en el anciano la respuesta febril es menor: vigilar)|1|mayor|",05e
efg.temperatura,umbral,temp|37.5|37.5|Febrícula: en el anciano ya puede ser anormal y sugerir una infección grave|2|mayor|,05e
efg.temperatura,umbral,"temp|37.6|38.5|Fiebre moderada (en el anciano, buscar una infección grave)|2|mayor|",05e
efg.temperatura,umbral,temp|38.6||Fiebre elevada|3|mayor|,05e
efg.temperatura,umbral,temp|28|34.9|Hipotermia ligera|2|mayor|,05e
efg.temperatura,umbral,temp|17|27.9|Hipotermia profunda|3|mayor|,05e
efg.temperatura,umbral,temp||16.9|Hipotermia muy profunda|3|mayor|,05e
efg.pa,umbral,pas|90|119|Presión sistólica ideal|0|mayor|,05h
efg.pa,umbral,pas|120|129|Presión sistólica normal|0|mayor|,05h
efg.pa,umbral,pas|130|139|Presión sistólica limítrofe|1|mayor|,05h
efg.pa,umbral,"pas|140|159|Hipertensión arterial grado I (en el anciano, con diastólica menor de 90 es hipertensión sistólica aislada; descartar pseudohipertensión)|2|mayor|",05h
efg.pa,umbral,"pas|160|179|Hipertensión arterial grado II (en el anciano, descartar pseudohipertensión)|3|mayor|",05h
efg.pa,umbral,"pas|180||Hipertensión arterial grado III (en el anciano, descartar pseudohipertensión)|3|mayor|",05h
efg.pa,umbral,"pas||89|Hipotensión arterial (en el anciano, medir también de pie: la hipotensión postural es frecuente)|2|mayor|",05h
efg.sato2,umbral,sato2|95|100|Normal|0||alta,FISIOPATOLOGIA 2026/clases/Clase_32_TROMBOSIS_VENOSA_PROFUNDA_Y_TEP.md
efg.sato2,umbral,sato2|90|94|Normal para la altura (a nivel del mar sería hipoxemia leve)|0||alta,FISIOPATOLOGIA 2026/clases/Clase_08_ALTERACIONES_DEL_EQUILIBRIO_ACIDO-_BASE..md
efg.sato2,umbral,"sato2|88|89|Hipoxemia leve para la altura (el adaptado puede tener 88 a 92 %; si hay disnea, dar oxígeno)|1||alta",FISIOPATOLOGIA 2026/Saturacion-Oxigeno.md
efg.sato2,umbral,sato2|80|87|Hipoxemia: por debajo de lo esperado aun en un residente de altura adaptado|2||alta,FISIOPATOLOGIA 2026/Saturacion-Oxigeno.md
efg.sato2,umbral,sato2||79|Hipoxemia severa|3||alta,FISIOPATOLOGIA 2026/clases/Clase_33_COR_PULMONALE_CRONICO.md
efg.sato2,umbral,sato2|95|100|Normal|0||baja,FISIOPATOLOGIA 2026/clases/Clase_08_ALTERACIONES_DEL_EQUILIBRIO_ACIDO-_BASE..md
efg.sato2,umbral,sato2|91|94|Hipoxemia leve|1||baja,FISIOPATOLOGIA 2026/Saturacion-Oxigeno.md
efg.sato2,umbral,sato2|86|90|Hipoxemia moderada|2||baja,fuera de notas
efg.sato2,umbral,sato2||85|Hipoxemia severa|3||baja,fuera de notas
ef_general,umbral,#grupo|rn|0|28,fuera de notas
ef_general,umbral,#grupo|lactante|29|729,fuera de notas
ef_general,umbral,#grupo|preescolar|730|2190,fuera de notas
ef_general,umbral,#grupo|escolar|2191|4382,fuera de notas
ef_general,umbral,#grupo||4383|21914,fuera de notas
ef_general,umbral,#grupo|mayor|21915|,fuera de notas
